Jurisidction Name,Key Law Original Title,Key Law English Translated Title ,Key Law Corpus Identifier,In Effect/Repealed/NYIF (Not Yet In Force),Originally Passed ,Currently Applicable,"Sector: Public, Private, or Both (From Tables) ",First Privacy Law,This Law Promulgated,Last: Latest Revision,International Agreements (From Tables),Member (From Tables),Original Language,Document Source: Original ,Government Website? ,Document Source: English ,Translation Type ,Starting Source,Plain Text File Directory File Path ,Date of Retrieval of Original,Date of Retrieval of English Translation,Comments/Notes,
Montenegro,ZAKONO PENZIJSKOM I INVALIDSKOM OSIGURANjU,Pension and Disability Insurance Act 2003,Montenegro (ZAKONO PENZIJSKOM I INVALIDSKOM OSIGURANjU).txt,In Effect,Montenegro,Montenegro,[Not Applicable],1998,2003,[None],ICCPR+OP; CoE108(RP),CoE,Bosnian,https://www.paragraf.me/propisi-crnegore/zakon-o-penzijskom-i-invalidskom-osiguranju.html,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/montenegro-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,4/12/21,4/12/21,[Not Applicable],
Montenegro,ZAKON O ELEKTRONSKOJ TRGOVINI,E-commerce Act 2004,Montenegro (ZAKON O ELEKTRONSKOJ TRGOVINI).txt,In Effect,Montenegro,Montenegro,[Not Applicable],1998,2004,[None],ICCPR+OP; CoE108(RP),CoE,Bosnian,https://www.privrednakomora.me/sites/pkcg.org/files/multimedia/gallery/files/2012/09/zakon_o_elektronskoj_trgovini.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/montenegro-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,4/22/21,4/22/21,[Not Applicable],
Montenegro,ZAKON O RADU,Labour Act 2008,Montenegro (ZAKON O RADU).txt,In Effect,Montenegro,Montenegro,[Not Applicable],1998,2008,[None],ICCPR+OP; CoE108(RP),CoE,Bosnian,https://www.paragraf.me/propisi-crnegore/zakon-o-radu.html,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/montenegro-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Montenegro,Personal Data Protection Law 79/08 and 70/09 (PDPL),[Not Applicable],Montenegro (Personal Data Protection Law 79_08 and 70_09 (PDPL)).txt,In Effect,Montenegro,Montenegro,Both,1998,2008,2017,ICCPR+OP; CoE108(RP),CoE,English,https://www.dataguidance.com/sites/default/files/personaldataprotectionlaweng.pdf,N,[Not Applicable],[Not Applicable],Greenleaf 2019,gpi-corpus/laws/plain text files/english text files/original english text files,6/28/21,6/28/21,[Not Applicable],
Montenegro,ZAKON O PRAVIMA PACIJENATA,Patients' Rights Act 2010,Montenegro (ZAKON O PRAVIMA PACIJENATA).txt,In Effect,Montenegro,Montenegro,[Not Applicable],1998,2010,[None],ICCPR+OP; CoE108(RP),CoE,Bosnian,https://www.paragraf.me/propisi-crnegore/zakon-o-pravima-pacijenata.html,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/montenegro-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Montenegro,Zakon o elektronskim komunikacijama,Electronic Communications Act 2013,Montenegro (Electronic Communications Act 2013).txt,In Effect,Montenegro,Montenegro,[Not Applicable],1998,2013,[None],ICCPR+OP; CoE108(RP),CoE,Bosnian,http://www.ekip.me/download/Zakon%20o%20elektronskim%20komunikacijama-40_2013.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/montenegro-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,4/22/21,4/22/21,[Not Applicable],
Montenegro,ZAKON O VISOKOM OBRAZOVANjU,High Education Act 2014,Montenegro (ZAKON O VISOKOM OBRAZOVANjU).txt,In Effect,Montenegro,Montenegro,[Not Applicable],1998,2014,[None],ICCPR+OP; CoE108(RP),CoE,Bosnian,https://www.paragraf.me/propisi-crnegore/zakon-o-visokom-obrazovanju.html,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/montenegro-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Morocco,Loi 09-08 relative √† la protection des personnes physiques √† l'√©gard du traitement des donn√©es √† caract√®re personnel,Law No. 09-08 on the Protection of Individuals with Regard to the Processing of Personal Data,Morocco (Loi 09-08 relative à la protection des personnes physiques à l_égard du traitement des données à caractère personnel).txt,In Effect,Morocco,Morocco,Both,2009,2009,2009,ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/lois/Loi-09-08-Fr.pdf,Y,[None],Non-Government Machine,Greenleaf 2019,gpi-corpus/laws/plain text files/english text files/english translated text files,4/22/21,4/22/21,[Not Applicable],
Morocco,Loi n¬∞ 31-08 portant mesures de protection des consommateurs,Law No. 31-08 Enacting Measures to Protect Consumers,Morocco (Loi n° 31-08 portant mesures de protection des consommateurs).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2008,[None],ICCPR; CoE108(IA),AU,French,https://www.thelegalhive.com/medias/2019/02/Loi-2011-sur-la-protection-du-consommateur-Traduction-.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/28/21,6/28/21,[Not Applicable],
Morocco,Dabhir n¬∞ 1-07-129 du 19 kaada 1428 (30 novembre 2007) portant promulgation de la loi n¬∞ 53-05 relative √† l‚Äô√©change √©lectronique de donn√©es juridiques,Law No. 53-05 Pertaining to the Electronic Sharing of Legal Data,Morocco (Dabhir n° 1-07-129 du 19 kaada 1428 (30 novembre 2007) portant promulgation de la loi n° 53-05 relative à l’échange électronique de données juridiques).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2005,[None],ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/lois/loi-53-05-echange-electronique-donnees-juridiques-fr.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/28/21,6/28/21,[Not Applicable],
Morocco,"Loi n¬∞24-96 relative √† la poste et aux t√©l√©communications, telle qu‚Äôelle a √©t√© modifi√©e et compl√©t√©e",Law No. 24-96 Pertaining to Post and Telecommunications as Successively Modified and Completed,"Morocco (Loi n°24-96 relative à la poste et aux télécommunications, telle qu’elle a été modifiée et complétée).txt",In Effect,Morocco,Morocco,[Not Applicable],2009,1996,[None],ICCPR; CoE108(IA),AU,French,https://www.anrt.ma/sites/default/files/documentation/loi_24-96_vc-fr.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Morocco,"Loi n¬∞ 132-13 portant approbation du Protocole additionnel √† la Convention europ√©enne pour la protection des personnes √† l'√©gard du traitement automatis√© des donn√©es √† caract√®re personnel, concernant les autorit√©s de contr√¥le et les flux transfronti√®res de donn√©es, fait √† Strasbourg le 8 novembre 2001.",Law No. 132-13 approving the Additional Protocol,Morocco (Loi n° 132-13 portant approbation du Protocole additionnel à la Convention européenne pour la protection des personnes à l_égard du traitement automatisé des données à caractère personnel...).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2014,2014,ICCPR; CoE108(IA),AU,French,https://adala.justice.gov.ma/production/html/fr/6696.htm,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,Enacts additional protocol (108+),
Morocco,LIGNES DIRECTRICES RELATIVES √Ä LA CONFORMIT√â DES SITES WEB √Ä LA LOI 09-08,Guidelines on compliance of websites with the Law,Morocco (LIGNES DIRECTRICES RELATIVES À LA CONFORMITÉ DES SITES WEB À LA LOI 09-08).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2009,[None],ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/documents/CNDP-guide-conformite-sites-web-fr.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/28/21,6/28/21,[Not Applicable],
Morocco,Guide de l‚Äôutilisation de la vid√©osurveillance dans les institutions relevant du secteur de l‚Äô√©ducation nationale,Guide to the use of video surveillance in institutions of the education sector,Morocco (Guide de l’utilisation de la vidéosurveillance dans les institutions relevant du secteur de l’éducation nationale).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2009,[None],ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/documents/guide_CNDP_VS_MEN_fr.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/28/21,6/28/21,[Not Applicable],
Morocco,la vid√©osurveillance -Dans les lieux de travail,Fact sheet on video surveillance in the workplace,Morocco (la vidéosurveillance -Dans les lieux de travail).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2009,[None],ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/documents/fiche_CNDP_VS_RT_fr.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Morocco,LE CONTR√îLE D'ACC√àS PAR BIOMETRIE,Fact sheet on access control by biometrics,Morocco (LE CONTRÔLE D_ACCÈS PAR BIOMETRIE).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2009,[None],ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/documents/fiche_CNDP_BIO_RT_fr.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Morocco,"PROSPECTION DIRECTE PAR SMS, EMAILING... VOS OBLIGATIONS",Fact sheet on direct marketing,"Morocco (PROSPECTION DIRECTE PAR SMS, EMAILING... VOS OBLIGATIONS).txt",In Effect,Morocco,Morocco,[Not Applicable],2009,2009,[None],ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/documents/fiche_CNDP_Prospection_RT_fr.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Morocco,PROTEGEZ VOTRE PATRIMOINE INFORMATIONNEL,Fact sheet on how to protect your information assets,Morocco (PROTEGEZ VOTRE PATRIMOINE INFORMATIONNEL).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2009,[None],ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/documents/fiche_CNDP_NET_RT_fr.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Morocco,D√©lib√©ration n¬∞ D-188-2020 en date du 14/12/2020 r√©gissant l‚ÄôAnalyse d‚Äôimpact relative √† la protection des donn√©es (AIPD),Decision No. D-188-2020 of 14 December 2020 governing the data protection impact assessment,Morocco (Délibération n° D-188-2020 en date du 14_12_2020 régissant l’Analyse d’impact relative à la protection des données (AIPD)).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2020,2020,ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/deliberations/CNDP_Deliberation_AIPD-D-188-2020-_2020-12-14.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Morocco,D√©lib√©ration n¬∞ D-107-EUS/2020 du 23/04/2020 r√©gissant le t√©l√©travail dans le secteur de la Relation Client en situation d‚Äô√©tat d‚Äôurgence sanitaire- Covid-19,Decision No. D-107-EUS-2020 of 23 April 2020 governing remote working in the customer relationship sector in a state of health emergency-Covid-19,Morocco (Délibération n° D-107-EUS_2020 du 23_04_2020 régissant le télétravail dans le secteur de la Relation Client en situation d’état d’urgence sanitaire- Covid-19).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2020,2020,ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/deliberations/CNDP_Deliberation-n-D-107-2020_26-03-2020.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Morocco,"D√©lib√©ration n¬∞D-106-EUS/2020 du 23/04/2020 portant sur la prise de temp√©rature, en vue de l‚Äôacc√®s au lieu de travail, pendant la dur√©e de l‚Äô√©tat d‚Äôurgence sanitaire.","Decision No. D-106-EUS-2020 of 23 April 2020 on temperature screening, in order to access to the workplace, for the duration of the state of health emergency","Morocco (Délibération n°D-106-EUS_2020 du 23_04_2020 portant sur la prise de température, en vue de l’accès au lieu de travail, pendant la durée de l’état d’urgence sanitaire.).txt",In Effect,Morocco,Morocco,[Not Applicable],2009,2020,2020,ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/deliberations/CNDP_Deliberation-n-D-106-2020_26-03-2020.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Morocco,D√©lib√©ration n¬∞D-97-2020 du 26/03/2020 relative √† la prolongation d‚Äôun moratoire sur la reconnaissance faciale,Decision No. D-97-2020 of 26 March 2020 regarding the extension of a moratorium on facial recognition,Morocco (Délibération n°D-97-2020 du 26_03_2020 relative à la prolongation d’un moratoire sur la reconnaissance faciale).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2020,2020,ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/deliberations/CNDP_Deliberation-n-D-97-2020_26-03-2020.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Morocco,D√©lib√©ration n¬∞236-2015 du 18 D√©cembre 2015 portant modification de la d√©lib√©ration n¬∞465-2013 du 06 Septembre 2013 √©tablissant la liste des Etats assurant une protection suffisante de la vie priv√©e et des libert√©s et droits fondamentaux des personnes √† l‚Äô√©gard du traitement des donn√©es √† caract√®re personnel.,Decision No. 236-2015 of 18 December 2015 modifying Decision No. 465-2013 of 6 September 2013 establishing the list of States ensuring a sufficient protection of privacy and the fundamental rights and freedoms of individuals with regard to the processing of personal data,Morocco (Délibération n°236-2015 du 18 Décembre 2015 portant modification de la délibération n°465-2013 du 06 Septembre 2013...).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2015,2015,ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/deliberations/deliberation-n-236-2015-18-12-2015.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
Morocco,D√©lib√©ration n¬∞ 508-AU-2014 du 14/11/2014 portant mod√®le de d√©claration type concernant les traitements de donn√©es √† caract√®re personnel relatifs √† la vente en ligne.,Decision No. 508-AU-2014 of 14 November 2014 on the standard declaration template concerning the processing of personal data relating to online sales,Morocco (Délibération n° 508-AU-2014 du 14_11_2014 portant modèle de déclaration type concernant les traitements de données à caractère personnel relatifs à la vente en ligne.).txt,In Effect,Morocco,Morocco,[Not Applicable],2009,2014,2014,ICCPR; CoE108(IA),AU,French,https://www.cndp.ma/images/deliberations/deliberation-n-508-AU-2014-14-11-2014.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/morocco-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/7/21,6/7/21,[Not Applicable],
